# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
NCU00179	NCU00179	NCU00179-t26_1	protein_coding	0	2	7	138	0	0	0	72	0	2	7	0	0	0	0	0	0	0	0	2	64
NCU00180	NCU00180	NCU00180-t26_1	protein_coding	0	19	9	148	1	0	15	57	0	4	9	0	0	0	0	0	0	0	0	19	71
NCU00181	NCU00181	NCU00181-t26_1	protein_coding	0	16	3	123	5	0	2	61	0	0	3	0	0	0	1	0	0	0	0	15	55
NCU00182	NCU00182	NCU00182-t26_1	protein_coding	0	13	5	128	3	0	5	56	0	4	5	0	0	0	1	0	0	0	0	13	60
NCU00183	NCU00183	NCU00183-t26_1	protein_coding	0	20	4	124	0	0	0	57	0	1	4	0	0	0	0	0	0	0	0	20	66
NCU00184	NCU00184	NCU00184-t26_1	protein_coding	0	10	5	132	2	0	3	72	0	0	5	0	0	0	0	0	0	0	0	10	55
NCU00185	NCU00185	NCU00185-t26_1	protein_coding	0	5	12	138	0	0	0	54	0	5	12	0	0	0	0	0	0	0	0	5	79
NCU00186	NCU00186	NCU00186-t26_1	protein_coding	0	10	4	150	3	1	4	65	0	1	4	0	0	0	0	0	0	0	0	9	77
NCU00187	NCU00187	NCU00187-t26_1	protein_coding	0	13	2	153	2	0	2	73	0	1	2	0	0	0	0	0	0	0	0	13	75
NCU00188	NCU00188	NCU00188-t26_1	protein_coding	0	37	6	170	13	2	21	76	0	5	6	0	0	0	0	0	0	0	0	35	55
NCU00189	NCU00189	NCU00189-t26_1	protein_coding	0	3	2	124	0	0	0	64	0	2	2	0	0	0	1	0	0	0	0	2	59
NCU00192	NCU00192	NCU00192-t26_1	protein_coding	0	6	0	139	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	6	64
NCU00193	NCU00193	NCU00193-t26_1	protein_coding	0	25	11	122	1	1	1	58	0	4	11	0	0	0	1	0	0	0	0	23	59
NCU00194	NCU00194	NCU00194-t26_1	protein_coding	0	18	1	147	4	1	10	60	0	3	1	0	0	0	0	0	0	0	0	17	70
NCU00194	NCU00194	NCU00194-t26_2	protein_coding	0	18	1	142	4	1	5	60	0	3	1	0	0	0	0	0	0	0	0	17	70
NCU00195	NCU00195	NCU00195-t26_1	protein_coding	0	17	4	161	3	0	4	73	0	6	4	0	0	0	1	0	0	0	0	17	75
NCU00196	NCU00196	NCU00196-t26_1	protein_coding	0	20	14	128	9	0	12	72	0	3	14	0	0	0	0	0	0	0	0	20	32
NCU00196	NCU00196	NCU00196-t26_2	protein_coding	0	19	8	128	17	0	0	69	0	1	8	0	0	0	0	0	0	0	0	19	41
NCU00196	NCU00196	NCU00196-t26_3	protein_coding	0	20	13	126	9	0	2	72	0	1	13	0	0	0	0	0	0	0	0	20	42
NCU00197	NCU00197	NCU00197-t26_1	protein_coding	0	3	0	65	0	0	0	53	0	5	0	0	0	0	0	0	0	0	0	3	7
NCU00198	NCU00198	NCU00198-t26_1	protein_coding	0	0	0	112	2	0	1	82	0	7	0	0	0	0	0	0	0	0	0	0	20
NCU00199	NCU00199	NCU00199-t26_1	protein_coding	0	80	13	112	3	0	8	35	0	0	13	0	0	0	0	0	0	0	0	80	66
NCU00200	NCU00200	NCU00200-t26_1	protein_coding	0	35	2	147	4	2	7	56	0	2	2	0	0	0	1	0	0	0	0	32	78
NCU00200	NCU00200	NCU00200-t26_2	protein_coding	0	34	2	146	4	2	8	56	0	0	2	0	0	0	0	0	0	0	0	32	78
NCU00201	NCU00201	NCU00201-t26_1	protein_coding	0	9	13	108	0	0	0	37	0	6	13	0	0	0	1	0	0	0	0	8	66
NCU00202	NCU00202	NCU00202-t26_1	protein_coding	0	17	3	119	7	0	2	61	0	3	3	0	0	0	3	0	0	0	1	13	49
NCU00203	NCU00203	NCU00203-t26_1	protein_coding	0	15	3	127	8	0	0	81	0	0	3	0	0	0	0	0	0	0	1	14	38
NCU00204	NCU00204	NCU00204-t26_1	protein_coding	0	6	4	141	18	1	2	38	0	0	4	0	0	0	0	0	0	0	0	5	83
NCU00205	NCU00205	NCU00205-t26_1	protein_coding	0	77	37	105	0	0	2	63	0	0	37	0	0	0	0	0	0	0	0	77	40
NCU00206	NCU00206	NCU00206-t26_1	protein_coding	0	30	1	163	2	2	19	67	0	0	1	0	0	0	0	0	0	0	0	28	75
NCU00207	NCU00207	NCU00207-t26_1	protein_coding	0	15	5	143	14	0	2	60	0	4	5	0	0	0	0	0	0	0	0	15	63
NCU00207	NCU00207	NCU00207-t26_2	protein_coding	0	14	5	137	9	0	2	60	0	3	5	0	0	0	0	0	0	0	0	14	63
NCU00208	NCU00208	NCU00208-t26_1	protein_coding	0	6	10	158	0	0	0	80	0	6	10	0	0	0	0	0	0	0	0	6	72
NCU00209	NCU00209	NCU00209-t26_1	protein_coding	0	41	8	111	3	4	7	56	0	3	8	0	0	0	1	0	0	0	1	35	43
NCU00210	NCU00210	NCU00210-t26_1	protein_coding	0	7	1	126	8	0	1	45	0	1	1	0	0	0	0	0	0	0	0	7	71
NCU00211	NCU00211	NCU00211-t26_1	protein_coding	0	3	0	126	5	0	1	70	0	1	0	0	0	0	0	0	0	0	0	3	49
NCU00212	NCU00212	NCU00212-t26_1	protein_coding	0	6	0	142	7	1	8	43	0	5	0	0	0	0	0	0	0	0	0	5	79
NCU00213	NCU00213	NCU00213-t26_1	protein_coding	0	30	13	139	9	3	18	46	0	0	13	0	0	0	0	0	0	0	0	27	66
NCU00214	NCU00214	NCU00214-t26_1	protein_coding	0	2	0	157	5	0	0	74	0	0	0	0	0	0	0	0	0	0	0	2	78
NCU00215	NCU00215	NCU00215-t26_1	protein_coding	1	11	4	157	3	0	11	73	0	2	4	0	0	0	1	0	0	1	0	11	68
NCU00215	NCU00215	NCU00215-t26_2	protein_coding	1	12	7	153	0	0	0	76	0	7	7	0	0	0	3	0	0	1	0	11	71
NCU00216	NCU00216	NCU00216-t26_1	protein_coding	0	18	3	143	3	0	1	65	0	0	3	0	0	0	0	0	0	0	0	18	74
NCU00218	NCU00218	NCU00218-t26_1	protein_coding	0	5	1	143	3	0	5	66	0	5	1	0	0	0	3	0	0	0	0	2	67
NCU00219	NCU00219	NCU00219-t26_1	protein_coding	0	59	16	143	4	1	6	57	0	6	16	0	0	0	0	0	0	0	0	58	70
NCU00220	NCU00220	NCU00220-t26_1	protein_coding	0	11	1	137	6	0	2	67	0	1	1	0	0	0	1	0	0	0	1	9	62
NCU00221	NCU00221	NCU00221-t26_1	protein_coding	0	14	12	144	0	0	0	64	0	5	12	0	0	0	0	0	0	0	0	14	75
NCU00222	NCU00222	NCU00222-t26_1	protein_coding	0	26	6	137	12	2	3	64	0	3	6	0	0	0	1	0	0	0	0	23	55
NCU00223	NCU00223	NCU00223-t26_1	protein_coding	0	15	2	135	12	0	2	61	0	4	2	0	0	0	1	0	0	0	0	14	57
NCU00223	NCU00223	NCU00223-t26_2	protein_coding	0	14	2	136	12	0	2	61	0	4	2	0	0	0	0	0	0	0	0	14	57
NCU00224	NCU00224	NCU00224-t26_1	protein_coding	0	0	7	125	0	0	0	53	0	8	7	0	0	0	0	0	0	0	0	0	64
NCU00225	NCU00225	NCU00225-t26_1	protein_coding	0	7	2	177	8	0	0	85	0	6	2	0	0	0	0	0	0	0	0	7	78
NCU00226	NCU00226	NCU00226-t26_1	protein_coding	0	31	3	158	1	1	7	68	0	5	3	0	0	0	1	0	0	0	0	29	77
NCU00227	NCU00227	NCU00227-t26_1	protein_coding	0	16	0	168	4	0	5	70	0	7	0	0	0	0	2	0	0	0	1	14	83
NCU00229	NCU00229	NCU00229-t26_1	protein_coding	0	0	2	135	3	0	0	68	0	1	2	0	0	0	0	0	0	0	0	0	63
NCU00230	NCU00230	NCU00230-t26_1	protein_coding	0	26	6	158	20	1	7	68	0	9	6	0	0	0	1	0	0	0	0	24	55
NCU00231	NCU00231	NCU00231-t26_1	protein_coding	0	18	15	146	0	0	0	65	0	0	15	0	0	0	0	0	0	0	0	18	81
NCU00232	NCU00232	NCU00232-t26_1	protein_coding	0	26	17	160	3	0	1	73	0	0	17	0	0	0	0	0	0	0	0	26	83
NCU00233	NCU00233	NCU00233-t26_1	protein_coding	0	10	6	141	0	0	0	74	0	0	6	0	0	0	0	0	0	0	0	10	67
NCU00234	NCU00234	NCU00234-t26_1	protein_coding	0	21	9	154	3	0	2	62	0	5	9	0	0	0	0	0	0	0	0	21	82
NCU00236	NCU00236	NCU00236-t26_1	protein_coding	0	12	5	150	4	1	5	66	0	0	5	0	0	0	0	0	0	0	0	11	75
NCU00237	NCU00237	NCU00237-t26_1	protein_coding	0	23	6	155	7	1	7	66	0	6	6	0	0	0	0	0	0	0	0	22	69
NCU00238	NCU00238	NCU00238-t26_1	protein_coding	0	24	29	132	0	2	6	63	0	2	29	0	0	0	0	0	0	0	0	22	61
NCU00239	NCU00239	NCU00239-t26_1	protein_coding	0	68	6	141	2	1	10	62	0	4	6	0	0	0	1	0	0	0	0	66	63
NCU00239	NCU00239	NCU00239-t26_2	protein_coding	0	68	8	137	2	0	6	62	0	4	8	0	0	0	1	0	0	0	0	68	63
NCU00240	NCU00240	NCU00240-t26_1	protein_coding	0	19	10	132	6	0	0	57	0	11	10	0	0	0	1	0	0	0	0	18	59
NCU00241	NCU00241	NCU00241-t26_1	protein_coding	0	34	9	128	4	0	0	58	0	1	9	0	0	0	0	0	0	0	0	34	65
NCU00242	NCU00242	NCU00242-t26_1	protein_coding	0	26	3	131	2	0	1	59	0	0	3	0	0	0	0	0	0	0	0	26	69
NCU00243	NCU00243	NCU00243-t26_1	protein_coding	0	11	0	142	12	0	9	55	0	6	0	0	0	0	1	0	0	0	0	10	61
NCU00244	NCU00244	NCU00244-t26_1	protein_coding	0	16	2	136	3	2	8	56	0	5	2	0	0	0	2	0	0	0	0	14	64
NCU00244	NCU00244	NCU00244-t26_2	protein_coding	0	17	2	136	3	3	11	56	0	2	2	0	0	0	2	0	0	0	0	14	64
NCU00245	NCU00245	NCU00245-t26_1	protein_coding	0	9	3	126	0	0	0	65	0	4	3	0	0	0	0	0	0	0	0	9	57
NCU00246	NCU00246	NCU00246-t26_1	protein_coding	0	11	4	140	15	0	5	53	0	5	4	0	0	0	1	0	0	0	0	10	63
NCU00246	NCU00246	NCU00246-t26_2	protein_coding	0	12	4	138	15	2	7	53	0	2	4	0	0	0	0	0	0	0	0	10	61
NCU00247	NCU00247	NCU00247-t26_1	protein_coding	0	4	1	124	2	1	4	58	0	0	1	0	0	0	0	0	0	0	0	3	60
NCU00248	NCU00248	NCU00248-t26_1	protein_coding	0	3	5	113	1	0	6	54	0	0	5	0	0	0	0	0	0	0	0	3	52
NCU00249	NCU00249	NCU00249-t26_1	protein_coding	0	12	14	106	1	0	8	48	0	0	14	0	0	0	0	0	0	0	0	12	49
NCU00250	NCU00250	NCU00250-t26_1	protein_coding	0	1	3	129	1	0	3	63	0	4	3	0	0	0	0	0	0	0	0	1	58
NCU00251	NCU00251	NCU00251-t26_1	protein_coding	0	35	5	156	1	5	28	55	0	1	5	0	0	0	0	0	0	0	0	30	71
NCU00252	NCU00252	NCU00252-t26_1	protein_coding	0	16	7	144	3	3	17	78	0	4	7	0	0	0	3	0	0	0	0	11	44
NCU00253	NCU00253	NCU00253-t26_1	protein_coding	0	6	2	136	5	2	5	41	0	3	2	0	0	0	1	0	0	0	0	3	83
NCU00254	NCU00254	NCU00254-t26_1	protein_coding	0	2	0	132	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	2	49
NCU00257	NCU00257	NCU00257-t26_1	protein_coding	0	46	4	160	2	0	3	69	0	0	4	0	0	0	0	0	0	0	0	46	86
NCU00258	NCU00258	NCU00258-t26_1	protein_coding	0	5	0	203	34	0	1	92	0	3	0	0	0	0	1	0	0	0	0	4	74
NCU00259	NCU00259	NCU00259-t26_1	protein_coding	0	7	2	151	0	0	0	65	0	6	2	0	0	0	0	0	0	0	0	7	80
NCU00260	NCU00260	NCU00260-t26_1	protein_coding	0	20	0	166	1	3	5	72	0	5	0	0	0	0	2	0	0	0	0	15	85
NCU00261	NCU00261	NCU00261-t26_1	protein_coding	0	23	2	145	4	0	2	70	0	9	2	0	0	0	1	0	0	0	0	22	61
NCU00262	NCU00262	NCU00262-t26_1	protein_coding	0	15	7	153	4	0	0	65	0	5	7	0	0	0	0	0	0	0	0	15	79
NCU00262	NCU00262	NCU00262-t26_2	protein_coding	0	15	7	150	4	0	0	65	0	4	7	0	0	0	0	0	0	0	0	15	77
NCU00263	NCU00263	NCU00263-t26_1	protein_coding	0	48	6	111	0	2	8	65	0	0	6	0	0	0	0	0	0	0	0	46	38
NCU00264	NCU00264	NCU00264-t26_1	protein_coding	0	5	1	133	4	0	2	52	0	0	1	0	0	0	0	0	0	0	0	5	75
NCU00265	NCU00265	NCU00265-t26_1	protein_coding	0	12	2	104	1	3	13	37	0	0	2	0	0	0	0	0	0	0	0	9	53
NCU00267	NCU00267	NCU00267-t26_1	protein_coding	0	5	5	123	6	2	14	56	0	3	5	0	0	0	0	0	0	0	0	3	44
NCU00268	NCU00268	NCU00268-t26_1	protein_coding	0	4	3	134	13	2	7	71	0	2	3	0	0	0	0	0	0	0	0	2	41
NCU00269	NCU00269	NCU00269-t26_1	protein_coding	0	25	3	97	7	0	4	49	0	2	3	0	0	0	1	0	0	0	0	24	36
NCU00270	NCU00270	NCU00270-t26_1	protein_coding	0	9	4	115	7	1	18	46	0	0	4	0	0	0	0	0	0	0	0	8	44
NCU00271	NCU00271	NCU00271-t26_1	protein_coding	0	0	1	113	0	0	0	58	0	1	1	0	0	0	0	0	0	0	0	0	54
NCU00272	NCU00272	NCU00272-t26_1	protein_coding	0	38	10	108	1	0	2	43	0	0	10	0	0	0	0	0	0	0	0	38	62
NCU00273	NCU00273	NCU00273-t26_1	protein_coding	0	62	11	133	1	0	4	68	0	1	11	0	0	0	0	0	0	0	0	62	59
NCU00274	NCU00274	NCU00274-t26_1	protein_coding	0	91	41	153	0	2	8	78	0	0	41	0	0	0	1	0	0	0	0	89	67
NCU00275	NCU00275	NCU00275-t26_1	protein_coding	0	14	10	179	17	0	5	78	0	6	10	0	0	0	1	0	0	0	0	14	73
NCU00276	NCU00276	NCU00276-t26_1	protein_coding	0	51	11	135	11	0	2	40	0	0	11	0	0	0	1	0	0	0	0	50	82
NCU00277	NCU00277	NCU00277-t26_1	protein_coding	0	17	4	145	4	0	8	76	0	0	4	0	0	0	0	0	0	0	0	17	57
NCU00278	NCU00278	NCU00278-t26_1	protein_coding	1	8	2	129	3	0	1	73	0	1	2	0	0	0	0	0	1	0	0	8	51
NCU00279	NCU00279	NCU00279-t26_1	protein_coding	0	21	9	111	3	0	2	57	0	0	9	0	0	0	0	0	0	0	0	21	49
NCU00280	NCU00280	NCU00280-t26_1	protein_coding	0	29	6	142	1	1	4	79	0	0	6	0	0	0	0	0	0	0	0	28	58
NCU00281	NCU00281	NCU00281-t26_1	protein_coding	0	56	8	121	4	0	4	66	0	0	8	0	0	0	0	0	0	0	0	56	47
NCU00282	NCU00282	NCU00282-t26_1	protein_coding	0	19	8	182	6	1	17	74	0	5	8	0	0	0	0	0	0	0	0	18	80
NCU00282	NCU00282	NCU00282-t26_2	protein_coding	0	19	8	174	0	1	17	72	0	5	8	0	0	0	0	0	0	0	0	18	80
NCU00283	NCU00283	NCU00283-t26_1	protein_coding	0	14	4	167	17	1	6	74	0	2	4	0	0	0	0	0	0	0	0	13	68
NCU00284	NCU00284	NCU00284-t26_1	protein_coding	0	5	9	139	0	2	11	64	0	0	9	0	0	0	0	0	0	0	0	3	64
NCU00285	NCU00285	NCU00285-t26_1	protein_coding	0	24	2	179	21	1	9	56	0	24	2	0	0	0	4	0	0	0	0	20	71
NCU00285	NCU00285	NCU00285-t26_2	protein_coding	0	22	3	121	0	0	0	57	0	2	3	0	0	0	2	0	0	0	0	20	64
NCU00287	NCU00287	NCU00287-t26_1	protein_coding	0	11	2	168	9	1	4	76	0	0	2	0	0	0	0	0	0	0	0	10	79
NCU00288	NCU00288	NCU00288-t26_1	protein_coding	0	5	5	152	0	0	10	81	0	6	5	0	0	0	1	0	0	0	0	4	56
NCU00289	NCU00289	NCU00289-t26_1	protein_coding	0	25	9	172	6	0	18	89	0	5	9	0	0	0	0	0	0	0	0	25	54
NCU00289	NCU00289	NCU00289-t26_2	protein_coding	0	20	9	177	13	0	18	89	0	3	9	0	0	0	0	0	0	0	0	20	54
NCU00290	NCU00290	NCU00290-t26_1	protein_coding	0	41	10	152	0	0	5	70	0	2	10	0	0	0	0	0	0	0	0	41	75
NCU00291	NCU00291	NCU00291-t26_1	protein_coding	0	19	5	177	2	1	5	102	0	2	5	0	0	0	0	0	0	0	0	18	66
NCU00292	NCU00292	NCU00292-t26_1	protein_coding	0	24	12	119	0	0	0	48	0	0	12	0	0	0	0	0	0	0	0	24	71
NCU00293	NCU00293	NCU00293-t26_1	protein_coding	0	17	6	132	0	0	1	64	0	2	6	0	0	0	0	0	0	0	0	17	65
NCU00294	NCU00294	NCU00294-t26_1	protein_coding	0	2	0	157	5	0	0	67	0	2	0	0	0	0	0	0	0	0	0	2	83
NCU00295	NCU00295	NCU00295-t26_1	protein_coding	0	28	7	139	3	1	7	51	0	1	7	0	0	0	0	0	0	0	0	27	77
NCU00296	NCU00296	NCU00296-t26_1	protein_coding	0	9	18	144	0	0	0	66	0	0	18	0	0	0	0	0	0	0	0	9	78
NCU00297	NCU00297	NCU00297-t26_1	protein_coding	0	3	2	151	0	0	0	81	0	0	2	0	0	0	0	0	0	0	0	3	70
NCU00298	NCU00298	NCU00298-t26_1	protein_coding	0	18	3	152	0	0	0	67	0	0	3	0	0	0	0	0	0	0	0	18	85
NCU00299	NCU00299	NCU00299-t26_1	protein_coding	0	8	1	162	0	0	2	86	0	1	1	0	0	0	0	0	0	0	0	8	73
NCU00300	NCU00300	NCU00300-t26_1	protein_coding	0	25	6	160	4	3	12	65	0	0	6	0	0	0	0	0	0	0	0	22	79
NCU00301	NCU00301	NCU00301-t26_1	protein_coding	0	27	5	141	2	0	3	79	0	0	5	0	0	0	0	0	0	0	0	27	57
NCU00302	NCU00302	NCU00302-t26_1	protein_coding	0	20	2	128	1	0	1	45	0	1	2	0	0	0	1	0	0	0	0	19	81
NCU00303	NCU00303	NCU00303-t26_1	protein_coding	0	7	0	148	0	0	2	57	0	6	0	0	0	0	2	0	0	0	0	5	85
NCU00304	NCU00304	NCU00304-t26_1	protein_coding	0	27	18	122	7	0	0	48	0	0	18	0	0	0	0	0	0	0	0	27	67
NCU00305	NCU00305	NCU00305-t26_1	protein_coding	0	9	4	164	3	1	6	70	0	1	4	0	0	0	0	0	0	0	0	8	84
NCU00306	NCU00306	NCU00306-t26_1	protein_coding	0	34	5	159	4	3	11	85	0	1	5	0	0	0	0	0	0	0	0	31	58
NCU00307	NCU00307	NCU00307-t26_1	protein_coding	0	2	2	140	0	0	0	75	0	2	2	0	0	0	0	0	0	0	0	2	63
NCU00308	NCU00308	NCU00308-t26_1	protein_coding	0	20	7	148	3	0	2	77	0	0	7	0	0	0	0	0	0	0	0	20	66
NCU00309	NCU00309	NCU00309-t26_1	protein_coding	0	19	5	152	7	0	9	63	0	2	5	0	0	0	1	0	0	0	0	18	72
NCU00310	NCU00310	NCU00310-t26_1	protein_coding	0	58	11	130	1	2	7	65	0	0	11	0	0	0	0	0	0	0	0	56	57
NCU00311	NCU00311	NCU00311-t26_1	protein_coding	0	20	2	191	13	1	8	80	0	12	2	0	0	0	0	0	0	0	0	19	78
NCU00311	NCU00311	NCU00311-t26_2	protein_coding	0	20	2	168	13	1	9	80	0	5	2	0	0	0	0	0	0	0	0	19	61
NCU00312	NCU00312	NCU00312-t26_1	protein_coding	1	2	4	154	8	0	1	86	0	1	4	0	0	0	0	0	0	1	0	2	58
NCU00313	NCU00313	NCU00313-t26_1	protein_coding	0	11	16	148	0	0	0	67	0	0	16	0	0	0	0	0	0	0	0	11	81
NCU00314	NCU00314	NCU00314-t26_1	protein_coding	0	4	15	145	0	0	0	58	0	0	15	0	0	0	0	0	0	0	0	4	87
NCU00315	NCU00315	NCU00315-t26_1	protein_coding	0	0	0	166	10	0	0	87	0	4	0	0	0	0	0	0	0	0	0	0	65
NCU00316	NCU00316	NCU00316-t26_1	protein_coding	0	9	0	159	5	0	7	69	0	2	0	0	0	0	0	0	0	0	0	9	76
NCU00317	NCU00317	NCU00317-t26_1	protein_coding	0	35	9	180	1	0	5	103	0	7	9	0	0	0	1	0	0	0	0	34	65
NCU00317	NCU00317	NCU00317-t26_2	protein_coding	0	26	8	191	1	1	16	103	0	7	8	0	0	0	1	0	0	0	0	24	65
NCU00318	NCU00318	NCU00318-t26_1	protein_coding	0	17	19	171	19	0	0	77	0	1	19	0	0	0	0	0	0	0	0	17	74
NCU00319	NCU00319	NCU00319-t26_1	protein_coding	0	6	11	171	11	0	1	99	0	2	11	0	0	0	0	0	0	0	0	6	58
NCU00320	NCU00320	NCU00320-t26_1	protein_coding	0	64	40	182	8	2	12	84	0	7	40	0	0	0	0	0	0	0	0	62	71
NCU00320	NCU00320	NCU00320-t26_2	protein_coding	0	65	40	181	8	2	12	84	0	6	40	0	0	0	0	0	0	0	0	63	71
NCU00320	NCU00320	NCU00320-t26_3	protein_coding	0	64	40	180	8	2	14	84	0	4	40	0	0	0	0	0	0	0	0	62	70
NCU00321	NCU00321	NCU00321-t26_1	protein_coding	0	36	8	158	3	2	9	75	0	0	8	0	0	0	0	0	0	0	0	34	71
NCU00322	NCU00322	NCU00322-t26_1	protein_coding	0	5	4	170	9	0	1	84	0	0	4	0	0	0	0	0	0	0	0	5	76
NCU00324	NCU00324	NCU00324-t26_1	protein_coding	0	45	4	165	6	2	8	73	0	5	4	0	0	0	1	0	0	0	1	41	74
NCU00325	NCU00325	NCU00325-t26_1	protein_coding	0	19	7	154	10	0	3	61	0	0	7	0	0	0	1	0	0	0	0	18	80
NCU00326	NCU00326	NCU00326-t26_1	protein_coding	0	10	1	170	6	2	19	72	0	8	1	0	0	0	0	0	0	0	0	8	65
NCU00326	NCU00326	NCU00326-t26_2	protein_coding	0	9	1	170	6	1	14	72	0	8	1	0	0	0	0	0	0	0	0	8	70
NCU00327	NCU00327	NCU00327-t26_1	protein_coding	0	4	6	134	0	0	0	54	0	10	6	0	0	0	0	0	0	0	0	4	70
NCU00329	NCU00329	NCU00329-t26_1	protein_coding	0	23	8	132	0	0	0	70	0	5	8	0	0	0	0	0	0	0	0	23	57
NCU00330	NCU00330	NCU00330-t26_1	protein_coding	0	9	5	131	2	0	3	57	0	0	5	0	0	0	0	0	0	0	0	9	69
NCU00331	NCU00331	NCU00331-t26_1	protein_coding	0	10	12	124	0	1	3	60	0	4	12	0	0	0	0	0	0	0	0	9	57
NCU00332	NCU00332	NCU00332-t26_1	protein_coding	0	19	7	116	6	0	4	47	0	0	7	0	0	0	1	0	0	0	0	18	59
NCU00333	NCU00333	NCU00333-t26_1	protein_coding	0	9	0	132	7	0	0	66	0	4	0	0	0	0	1	0	0	0	0	8	56
NCU00333	NCU00333	NCU00333-t26_2	protein_coding	0	9	0	132	7	0	3	66	0	1	0	0	0	0	1	0	0	0	0	8	56
NCU00334	NCU00334	NCU00334-t26_1	protein_coding	0	3	1	143	4	1	3	58	0	0	1	0	0	0	0	0	0	0	0	2	78
NCU00335	NCU00335	NCU00335-t26_1	protein_coding	0	15	5	149	1	0	3	87	0	1	5	0	0	0	0	0	0	0	0	15	57
NCU00336	NCU00336	NCU00336-t26_1	protein_coding	0	74	18	165	2	0	2	60	0	2	18	0	0	0	0	0	0	0	0	74	99
NCU00337	NCU00337	NCU00337-t26_1	protein_coding	0	33	2	191	1	0	0	101	0	0	2	0	0	0	0	0	0	0	0	33	89
NCU00338	NCU00338	NCU00338-t26_1	protein_coding	0	20	10	162	0	0	1	59	0	2	10	0	0	0	0	0	0	0	0	20	100
NCU00339	NCU00339	NCU00339-t26_1	protein_coding	0	0	5	139	0	0	0	87	0	3	5	0	0	0	0	0	0	0	0	0	49
NCU00340	NCU00340	NCU00340-t26_1	protein_coding	0	14	1	143	3	1	14	73	0	5	1	0	0	0	0	0	0	0	0	13	48
NCU00343	NCU00343	NCU00343-t26_1	protein_coding	1	1	1	83	0	1	3	30	0	1	1	0	0	0	0	0	1	0	0	0	49
NCU00344	NCU00344	NCU00344-t26_1	protein_coding	0	32	11	164	0	0	3	53	0	10	11	0	0	0	1	0	0	0	0	32	98
NCU00344	NCU00344	NCU00344-t26_2	protein_coding	0	32	11	161	0	0	0	53	0	10	11	0	0	0	1	0	0	0	0	32	98
NCU00345	NCU00345	NCU00345-t26_1	protein_coding	0	52	18	169	3	0	4	70	0	5	18	0	0	0	1	0	0	0	0	51	88
NCU00346	NCU00346	NCU00346-t26_1	protein_coding	0	17	2	173	0	0	2	70	0	8	2	0	0	0	0	0	0	0	0	17	93
NCU00347	NCU00347	NCU00347-t26_1	protein_coding	0	17	2	154	8	2	9	70	0	1	2	0	0	0	1	0	0	0	0	14	67
NCU00348	NCU00348	NCU00348-t26_1	protein_coding	0	5	0	146	3	0	3	70	0	0	0	0	0	0	0	0	0	0	0	5	70
NCU00349	NCU00349	NCU00349-t26_1	protein_coding	0	11	10	130	8	0	5	57	0	4	10	0	0	0	1	0	0	0	0	10	57
NCU00350	NCU00350	NCU00350-t26_1	protein_coding	0	15	3	138	2	2	4	71	0	2	3	0	0	0	1	0	0	0	0	12	59
NCU00351	NCU00351	NCU00351-t26_1	protein_coding	0	3	1	154	10	0	0	75	0	0	1	0	0	0	0	0	0	0	0	3	69
NCU00352	NCU00352	NCU00352-t26_1	protein_coding	0	62	3	147	9	1	8	66	0	1	3	0	0	0	1	0	0	0	0	61	63
NCU00353	NCU00353	NCU00353-t26_1	protein_coding	0	1	11	128	0	0	0	41	0	18	11	0	0	0	1	0	0	0	0	0	70
NCU00354	NCU00354	NCU00354-t26_1	protein_coding	0	0	1	77	0	0	0	7	0	4	1	0	0	0	0	0	0	0	0	0	66
NCU00355	NCU00355	NCU00355-t26_1	protein_coding	0	30	1	101	9	2	12	64	0	1	1	0	0	0	0	0	0	0	0	28	15
NCU00356	NCU00356	NCU00356-t26_1	protein_coding	0	19	8	139	6	1	7	62	0	0	8	0	0	0	1	0	0	0	0	17	64
NCU00357	NCU00357	NCU00357-t26_1	protein_coding	0	17	4	141	12	0	1	67	0	6	4	0	0	0	0	0	0	0	0	17	55
NCU00358	NCU00358	NCU00358-t26_1	protein_coding	0	8	4	123	2	0	2	55	0	2	4	0	0	0	0	0	0	0	0	8	62
NCU00359	NCU00359	NCU00359-t26_1	protein_coding	0	4	0	143	13	0	3	61	0	0	0	0	0	0	0	0	0	0	0	4	66
NCU00360	NCU00360	NCU00360-t26_1	protein_coding	0	19	3	146	12	1	3	76	0	1	3	0	0	0	0	0	0	0	0	18	54
NCU00361	NCU00361	NCU00361-t26_1	protein_coding	0	5	3	143	4	0	1	57	0	0	3	0	0	0	0	0	0	0	0	5	81
NCU00362	NCU00362	NCU00362-t26_1	protein_coding	1	13	15	172	5	2	5	106	0	0	15	0	0	0	0	0	1	0	0	11	56
